id,name,source_type,source_name
4477,Verdant Scootlefish,WILDPET,Pet Battle
4480,Shadowy Oozeling,WILDPET,Pet Battle
4527,Lil' Moss Rosy,DROP,Drop
4481,Voidling Ooze,WILDPET,Pet Battle
4482,Writhing Transmutagen,DISCOVERY,Discovery
4529,Shale Mosswool,WILDPET,Pet Battle
4530,Loamy,VENDOR,Vendor
4533,Meek Bloodlasher,WILDPET,Pet Battle
4534,Nightfarm Growthling,DROP,Drop
4535,Ghostcap Menace,WILDPET,Pet Battle
4536,Blightbud,DROP,Drop
4537,Chester,DROP,Drop
4538,Cobalt Ramolith,WILDPET,Pet Battle
4539,Granite Ramolith,WILDPET,Pet Battle
4540,Alabaster Stonecharger,WILDPET,Pet Battle
4541,Bedrock Stonecharger,WILDPET,Pet Battle
4460,Arathi Chicken,WILDPET,Pet Battle
4461,Greenlands Chicken,WILDPET,Pet Battle
4462,Thunder,QUEST,Quest
4463,Tiberius,VENDOR,Vendor
4464,Bean,VENDOR,Vendor
4465,Vanilla,QUEST,Quest
4466,Argos,WORLDEVENT,World Event
4573,Skittish Sniffler,WILDPET,Pet Battle
4574,Snuffling,WILDPET,Pet Battle
4575,Sneef,DROP,Drop
4576,Guacamole,VENDOR,Vendor
4577,Cinderhoney Emberstinger,WILDPET,Pet Battle
4437,Fathom,PROMOTION,Promotion
4467,Hallowed Glowfly,DROP,Drop
4469,Bop,DROP,Drop
4472,Shadowbog Hopper,DROP,Drop
4473,Spinner,DROP,Drop
4474,Anub'Rekyute,,
4476,Itchbite,VENDOR,Vendor
4592,Misty,VENDOR,Vendor
4579,Muskpaw Calf,ACHIEVEMENT,Achievement
4580,Astral Emperor's Serpentling,ACHIEVEMENT,Achievement
4593,Craggles,VENDOR,Vendor
4489,Bouncer,DROP,Drop
4490,Fuzzy,ACHIEVEMENT,Achievement
4491,Jump Jump,VENDOR,Vendor
4492,Fringe,VENDOR,Vendor
4408,Buggsy,PROMOTION,Promotion
4402,Teele,PROMOTION,Promotion
4406,Sarge,PROMOTION,Promotion
4756,Scourge of the Aspects,VENDOR,Vendor
4686,Specter,VENDOR,Vendor
4689,Karazhan Syphoner,VENDOR,Vendor
4731,Storm-Infused Snapdragon,WILDPET,Pet Battle
4732,Scavenging Snapdragon,WILDPET,Pet Battle
4692,Sparklesnap,DROP,Drop
4695,Parley,DROP,Drop
4852,Lil' Daz'ti,WORLDEVENT,World Event
4794,Mister Mans,VENDOR,Vendor
4704,Living Rose,WORLDEVENT,World Event
4628,Tidal Kroling,WILDPET,Pet Battle
4684,Timbered Sky Snakelet,PETSTORE,In-Game Shop
4690,Razeshi B.,PROMOTION,Promotion
4726,Crackleroar,DISCOVERY,Discovery
4804,Swiftpaw,VENDOR,Vendor
4727,Skitterbite,VENDOR,Vendor
4693,Alchemical Runoff,WILDPET,Pet Battle
4762,Tock the Clocker Spaniel,PETSTORE,In-Game Shop
4728,Teatuft Tamer,TRADINGPOST,Trading Post
4729,Fullbelly Rollingpaw,TRADINGPOST,Trading Post
4791,Thrrrdgl,PROMOTION,Promotion
4678,Lil'Doomy,VENDOR,Vendor
4679,Lil'Kaz,DROP,Drop
4708,Marmaduke,DISCOVERY,Discovery
4614,Gizmo the Pure,WORLDEVENT,World Event
4793,Weechi,TRADINGPOST,Trading Post
4718,Wind-Up Wuffi,VENDOR,Vendor
4719,Wind-Up Woofer,VENDOR,Vendor
4759,Craboom,DROP,Drop
4733,Merriment,PROMOTION,Promotion
4702,Rusty Kroling,WILDPET,Pet Battle
4703,Cave Kroling,WILDPET,Pet Battle
4710,Pillaged Parrot,WILDPET,Pet Battle
4711,Snapdragon Pup,WILDPET,Pet Battle
4792,Ada the Sweetest,TRADINGPOST,Trading Post
4631,Foreman,ACHIEVEMENT,Achievement
4632,Eepy,VENDOR,Vendor
4635,Goggles,WORLDEVENT,World Event
4701,Spotty,QUEST,Quest
4636,Mutt,DROP,Drop
4637,Wavebreaker Mechasaur,VENDOR,Vendor
4638,Crimson Mechasaur,VENDOR,Vendor
4639,Viridian Mechasaur,DROP,Drop
4640,Fun-Size Flarendo,VENDOR,Vendor
4757,Frumpy Softpaw,TRADINGPOST,Trading Post
4641,Rocketfist,VENDOR,Vendor
4642,Gorillion,QUEST,Quest
4643,Tiny Torq,VENDOR,Vendor
4644,Professor Punch,VENDOR,Vendor
4645,Bilgewater Junkhauler,VENDOR,Vendor
4646,Personal-Use Sapper,DROP,Drop
4647,Mr. DELVER,DROP,Drop
4648,Steamwheedle Flunkie,VENDOR,Vendor
4649,Blackwater Kegmover,VENDOR,Vendor
4650,Venture Companyman,VENDOR,Vendor
4651,Wily Rat,WILDPET,Pet Battle
4652,Acid-Drenched Rat,WILDPET,Pet Battle
4653,Lab Rat,VENDOR,Vendor
4654,Underroach,WILDPET,Pet Battle
4655,Cruncher,VENDOR,Vendor
4656,Bombshell Crab,WILDPET,Pet Battle
4657,Venture Bombshell,WILDPET,Pet Battle
4658,Cave Crab,WILDPET,Pet Battle
4659,Kaja Crab,WILDPET,Pet Battle
4660,Paleshell Crab,WILDPET,Pet Battle
4661,Mechagopher,VENDOR,Vendor
4662,Varmint MK II,WILDPET,Pet Battle
4663,Lime Roboclucker,WILDPET,Pet Battle
4664,Iron Chick,ACHIEVEMENT,Achievement
4666,Tropical Frog,WILDPET,Pet Battle
4667,Spring-Loaded Ribbitron,WILDPET,Pet Battle
4668,Ultrahopper EX,WILDPET,Pet Battle
4694,Portentous Present,WORLDEVENT,World Event
4669,Bluedoo,PROMOTION,Promotion
4682,Reven,PETSTORE,In-Game Shop
4691,Grunch,QUEST,Quest
4723,Cliffreach Cub,WILDPET,Pet Battle
4724,Battleboar Piglet,DISCOVERY,Discovery
4761,Pascal the Wonder Pup,TRADINGPOST,Trading Post
4615,Parrlok,TRADINGPOST,Trading Post
4616,Gummi,PROMOTION,Promotion
4747,Eye of Chaos,DROP,Drop
4748,Void-Scarred Parrot,DROP,Drop
4749,Void-Scarred Scorpid,VENDOR,Vendor
4750,Void-Scarred Tallstrider Chick,DROP,Drop
4617,Thrillbot 9000,PROMOTION,Promotion
4618,Chillbot 9000,PROMOTION,Promotion
4629,Brrrgl,PROMOTION,Promotion
4630,Gill'el,PROMOTION,Promotion
4730,Mech-Friend Maya,PETSTORE,In-Game Shop
4806,Spicy Mean-Ball,PROMOTION,Promotion
